unix,date,symbol,open,high,low,close,Volume BTC,Volume USD
1612757460,02/09/2021 04:11,BTC/USD,38374.6,38415.37,38373.14,38415.37,3.96310084,152243.9851
1612757400,02/09/2021 04:10,BTC/USD,38426.31,38427.35,38356.53,38384.11,3.33233908,127908.8698
1612757340,02/09/2021 04:09,BTC/USD,38343.6,38412.11,38343.6,38412.11,5.5952318,214924.6594
1612757280,02/09/2021 04:08,BTC/USD,38338.27,38351.68,38330.59,38341.52,3.26009416,124996.9654
1612757220,02/09/2021 04:07,BTC/USD,38312.2,38330.12,38310.07,38330.12,2.807069,107595.2916
1612757160,02/09/2021 04:06,BTC/USD,38278.36,38328.43,38278.36,38328.43,3.70161011,141876.904
1612757100,02/09/2021 04:05,BTC/USD,38272.81,38276.08,38265.17,38273.31,5.39191492,206366.4312
1612757040,02/09/2021 04:04,BTC/USD,38289.29,38294.11,38271.91,38275.84,3.32002603,127076.7851
1612756980,02/09/2021 04:03,BTC/USD,38215.36,38299.08,38212.56,38299.08,4.8472848,185646.5483
1612756920,02/09/2021 04:02,BTC/USD,38185.46,38215.04,38185.46,38215.04,1.0060096,38444.6971
1612756860,02/09/2021 04:01,BTC/USD,38129.74,38191.69,38129.74,38174.86,2.90500248,110898.063
1612756800,02/09/2021 04:00,BTC/USD,38097.75,38123.75,38050.97,38122.28,5.19299297,197968.732
1612756740,02/09/2021 03:59,BTC/USD,38130.11,38130.35,38080.69,38111.5,6.07088618,231370.5786
1612756680,02/09/2021 03:58,BTC/USD,38103.64,38106.62,38070,38104.7,2.51673701,95899.50874
1612756620,02/09/2021 03:57,BTC/USD,38105.93,38113.4,38102.88,38102.89,0.70023132,26680.83696
1612756560,02/09/2021 03:56,BTC/USD,38114.05,38124.03,38081,38122.73,5.21253337,198716.0023
1612756500,02/09/2021 03:55,BTC/USD,38181.17,38199.93,38096.63,38096.63,7.49995688,285723.0823
1612756440,02/09/2021 03:54,BTC/USD,38145.62,38164.71,38145.62,38164.71,1.59685029,60943.32823
1612756380,02/09/2021 03:53,BTC/USD,38155,38164.13,38100,38141.59,12.79420791,487991.4325
1612756320,02/09/2021 03:52,BTC/USD,38192.86,38192.86,38155.03,38159.12,2.5064639,95644.45674
1612756260,02/09/2021 03:51,BTC/USD,38268,38270.45,38188.12,38188.12,3.95002649,150844.0856
1612756200,02/09/2021 03:50,BTC/USD,38332.16,38332.16,38260.24,38260.56,4.77515308,182700.0309
1612756140,02/09/2021 03:49,BTC/USD,38389.05,38389.05,38356.07,38356.11,2.28814,87764.14954
1612756080,02/09/2021 03:48,BTC/USD,38342.02,38378.35,38333.31,38378.35,2.9940996,114908.6024
1612756020,02/09/2021 03:47,BTC/USD,38363.23,38398.86,38361.12,38361.12,2.72028577,104353.2089
1612755960,02/09/2021 03:46,BTC/USD,38386.44,38386.56,38325.18,38370.3,5.16286192,198100.5607
1612755900,02/09/2021 03:45,BTC/USD,38465.52,38480.14,38392.83,38394.3,5.4124575,207807.517
1612755840,02/09/2021 03:44,BTC/USD,38444.25,38471.2,38444.25,38465.1,1.62331674,62441.04074
1612755780,02/09/2021 03:43,BTC/USD,38472.65,38472.65,38427.11,38444.21,1.87423339,72053.42203
1612755720,02/09/2021 03:42,BTC/USD,38504.15,38513.39,38502.98,38504.45,0.660617,25436.69425
1612755660,02/09/2021 03:41,BTC/USD,38396.1,38470.17,38396.1,38470.17,4.37742064,168400.1162
1612755600,02/09/2021 03:40,BTC/USD,38434.26,38434.26,38390.98,38390.98,1.61605931,62042.10065
1612755540,02/09/2021 03:39,BTC/USD,38457.82,38457.82,38448.92,38448.92,0.377,14495.24284
1612755480,02/09/2021 03:38,BTC/USD,38439.03,38468.08,38439.03,38468.08,0.77086076,29653.53338
1612755420,02/09/2021 03:37,BTC/USD,38473.61,38499.58,38444.27,38444.27,0.69171367,26592.42709
1612755360,02/09/2021 03:36,BTC/USD,38398.34,38501.51,38398.34,38489.51,2.94168451,113223.9954
1612755300,02/09/2021 03:35,BTC/USD,38372.27,38405.19,38372.27,38405.19,0.94258986,36200.34267
1612755240,02/09/2021 03:34,BTC/USD,38322.02,38371.02,38322.02,38350.06,0.81010128,31067.43269
1612755180,02/09/2021 03:33,BTC/USD,38321.48,38343.71,38306.75,38343.71,1.5810286,60622.50214
1612755120,02/09/2021 03:32,BTC/USD,38395.52,38395.52,38336.11,38346.56,1.529,58631.89024
1612755060,02/09/2021 03:31,BTC/USD,38391.4,38403.9,38389.44,38403.85,2.78946597,107126.2327
1612755000,02/09/2021 03:30,BTC/USD,38398.29,38400,38373.76,38373.76,0.7217583,27696.57978
1612754940,02/09/2021 03:29,BTC/USD,38332.87,38395.05,38332.87,38395.05,1.7227852,66146.42389
1612754880,02/09/2021 03:28,BTC/USD,38295.82,38301.79,38295.82,38301.79,0.78062903,29899.48917
1612754820,02/09/2021 03:27,BTC/USD,38323.71,38332.85,38279.61,38300.25,3.83248502,146785.1344
1612754760,02/09/2021 03:26,BTC/USD,38400.59,38400.59,38317.87,38317.87,3.21494458,123189.8285
1612754700,02/09/2021 03:25,BTC/USD,38333.68,38440.9,38333.68,38413.49,3.32374208,127676.5332
1612754640,02/09/2021 03:24,BTC/USD,38380.88,38380.88,38375.61,38375.61,0.08923331,3424.382704
1612754580,02/09/2021 03:23,BTC/USD,38368.52,38379.38,38368.52,38379.38,0.18867561,7241.252933
1612754520,02/09/2021 03:22,BTC/USD,38395.83,38404.67,38353.44,38363.08,1.09408555,41972.49148
1612754460,02/09/2021 03:21,BTC/USD,38473.8,38484.28,38424.46,38436.2,4.16500583,160086.9971
1612754400,02/09/2021 03:20,BTC/USD,38496.73,38523.92,38496.73,38497.5,1.55688207,59936.06749
1612754340,02/09/2021 03:19,BTC/USD,38425.47,38485.61,38425.47,38485.61,0.95333945,36689.85027
1612754280,02/09/2021 03:18,BTC/USD,38372.02,38372.02,38371.28,38371.28,0.12929216,4961.105673
1612754220,02/09/2021 03:17,BTC/USD,38338.4,38340.27,38338.4,38340.27,0.3983,15270.92954
1612754160,02/09/2021 03:16,BTC/USD,38337.65,38361.01,38337.64,38361.01,0.59633649,22876.07006
1612754100,02/09/2021 03:15,BTC/USD,38389.64,38389.64,38351.26,38351.55,0.34238427,13130.96745
1612754040,02/09/2021 03:14,BTC/USD,38380.03,38408.89,38380.03,38388.79,1.08599369,41689.98371
1612753980,02/09/2021 03:13,BTC/USD,38360.15,38373.13,38335.55,38348.41,0.24334266,9331.804096
1612753920,02/09/2021 03:12,BTC/USD,38364.36,38364.36,38364.36,38364.36,0.00066863,25.65156203
1612753860,02/09/2021 03:11,BTC/USD,38363.4,38363.4,38363.4,38363.4,0.46229597,17735.24522
1612753800,02/09/2021 03:10,BTC/USD,38336.25,38336.25,38336.25,38336.25,0.48919175,18753.77723
1612753740,02/09/2021 03:09,BTC/USD,38400,38400,38346.08,38346.08,3.22591353,123701.1383
1612753680,02/09/2021 03:08,BTC/USD,38374.7,38400,38374.7,38400,5.02688114,193032.2358
1612753620,02/09/2021 03:07,BTC/USD,38333.63,38349.86,38333.63,38349.86,0.1469035,5633.728659
1612753560,02/09/2021 03:06,BTC/USD,38396.19,38396.19,38336.6,38336.6,2.57056822,98546.84562
1612753500,02/09/2021 03:05,BTC/USD,38355.4,38367.68,38355.4,38367.68,1.09969767,42192.8483
1612753440,02/09/2021 03:04,BTC/USD,38314.53,38337.23,38314.53,38337.23,0.44169524,16933.37201
1612753380,02/09/2021 03:03,BTC/USD,38308.52,38342.84,38308.52,38342.84,0.92028021,35286.15685
1612753320,02/09/2021 03:02,BTC/USD,38265.98,38302.3,38262,38302.3,0.35601,13636.00182
1612753260,02/09/2021 03:01,BTC/USD,38232.79,38232.79,38188.12,38232.64,6.18997151,236658.9524
1612753200,02/09/2021 03:00,BTC/USD,38307.55,38307.55,38287.08,38287.08,0.31349242,12002.70936
1612753140,02/09/2021 02:59,BTC/USD,38312.32,38317.8,38299.85,38299.85,0.4142405,15865.34901
1612753080,02/09/2021 02:58,BTC/USD,38234.34,38274.43,38234.34,38265.37,5.11232,195624.8164
1612753020,02/09/2021 02:57,BTC/USD,38301.8,38313.05,38277.79,38300.05,1.27208782,48721.02711
1612752960,02/09/2021 02:56,BTC/USD,38300.76,38308.15,38294.83,38299.16,1.27554383,48852.25723
1612752900,02/09/2021 02:55,BTC/USD,38221.23,38253.85,38209.77,38253.85,5.33579265,204114.6117
1612752840,02/09/2021 02:54,BTC/USD,38248.15,38251.25,38221.23,38221.23,4.81439034,184011.9205
1612752780,02/09/2021 02:53,BTC/USD,38346.95,38346.95,38222.1,38222.1,14.63307074,559306.6931
1612752720,02/09/2021 02:52,BTC/USD,38327.13,38343.77,38306.97,38328.4,1.54138148,59078.68592
1612752660,02/09/2021 02:51,BTC/USD,38356.22,38368.71,38284.36,38289.96,9.3704726,358795.021
1612752600,02/09/2021 02:50,BTC/USD,38385.53,38399.61,38382.58,38399.61,0.45952726,17645.66757
1612752540,02/09/2021 02:49,BTC/USD,38430.77,38430.77,38393.88,38393.88,1.12800293,43308.40913
1612752480,02/09/2021 02:48,BTC/USD,38450,38454.98,38412.52,38416.59,4.37021791,167888.8697
1612752420,02/09/2021 02:47,BTC/USD,38432.52,38450,38428.18,38450,2.79802602,107584.1005
1612752360,02/09/2021 02:46,BTC/USD,38430.19,38467.79,38430.19,38467.79,1.25457346,48260.6684
1612752300,02/09/2021 02:45,BTC/USD,38450.45,38450.45,38425.99,38428.49,0.60096714,23094.25973
1612752240,02/09/2021 02:44,BTC/USD,38425.18,38463.7,38424.85,38463.7,0.63150161,24289.88848
1612752180,02/09/2021 02:43,BTC/USD,38444.2,38452.31,38444.2,38448.95,0.52446685,20165.19969
1612752120,02/09/2021 02:42,BTC/USD,38452.9,38469.7,38452.9,38469.7,0.37852662,14561.80551
1612752060,02/09/2021 02:41,BTC/USD,38420.78,38464.21,38407.47,38464.21,1.13569972,43683.79253
1612752000,02/09/2021 02:40,BTC/USD,38374.75,38438.7,38374.75,38419.1,0.45736953,17571.72571
1612751940,02/09/2021 02:39,BTC/USD,38356.58,38378.65,38356.58,38362.33,1.17375264,45027.88611
1612751880,02/09/2021 02:38,BTC/USD,38408.79,38408.79,38349.94,38349.94,0.15509724,5947.969848
1612751820,02/09/2021 02:37,BTC/USD,38397.79,38410.89,38334.06,38392.02,4.40910707,169274.5268
1612751760,02/09/2021 02:36,BTC/USD,38380.95,38395.76,38380.95,38395.76,1.332387,51158.01148
1612751700,02/09/2021 02:35,BTC/USD,38447.3,38447.3,38371.75,38425.61,11.29701404,434094.6557
1612751640,02/09/2021 02:34,BTC/USD,38484.91,38484.91,38484.91,38484.91,0,0
1612751580,02/09/2021 02:33,BTC/USD,38443.42,38484.91,38443.31,38484.91,1.1784693,45353.28495
1612751520,02/09/2021 02:32,BTC/USD,38476.96,38496.15,38451.3,38451.3,1.22774024,47208.20829
1612751460,02/09/2021 02:31,BTC/USD,38546.89,38547.12,38520.42,38520.42,0.77139706,29714.53874
1612751400,02/09/2021 02:30,BTC/USD,38590.64,38608.8,38590.64,38600.64,0.9342,36060.71789
1612751340,02/09/2021 02:29,BTC/USD,38592.94,38594.24,38592.94,38594.24,0.322,12427.34528
1612751280,02/09/2021 02:28,BTC/USD,38571.6,38571.6,38571.6,38571.6,0.2591,9993.90156
1612751220,02/09/2021 02:27,BTC/USD,38557.99,38571.69,38557.93,38565.56,1.27895029,49323.43415
1612751160,02/09/2021 02:26,BTC/USD,38523.91,38541.42,38523.91,38541.42,1.31210201,50570.27465
1612751100,02/09/2021 02:25,BTC/USD,38575.03,38603.24,38517.45,38517.45,0.47619455,18341.79977
1612751040,02/09/2021 02:24,BTC/USD,38545.82,38588.34,38538.31,38587.94,1.03593623,39974.64509
1612750980,02/09/2021 02:23,BTC/USD,38534.54,38537.12,38523.2,38537.12,0.59122042,22783.93227
1612750920,02/09/2021 02:22,BTC/USD,38508.41,38509.21,38500.52,38500.52,0.70459959,27127.45061
1612750860,02/09/2021 02:21,BTC/USD,38514.4,38553.98,38494,38502.33,4.28078773,164820.3018
1612750800,02/09/2021 02:20,BTC/USD,38479.51,38508.1,38479.51,38508.1,1.24999752,48135.0295
1612750740,02/09/2021 02:19,BTC/USD,38493.6,38500.52,38420.21,38500.52,5.17360759,199186.5825
1612750680,02/09/2021 02:18,BTC/USD,38543.23,38556.95,38502.04,38504.4,1.43253651,55158.9588
1612750620,02/09/2021 02:17,BTC/USD,38608.04,38611.19,38561.19,38561.19,2.25522609,86964.20175
1612750560,02/09/2021 02:16,BTC/USD,38695.24,38700.76,38623.84,38623.84,0.59427488,22953.17788
1612750500,02/09/2021 02:15,BTC/USD,38661.75,38690.46,38661.75,38690.46,1.1903,46053.25454
1612750440,02/09/2021 02:14,BTC/USD,38645.66,38649.06,38613.84,38649.06,1.035,40001.7771
1612750380,02/09/2021 02:13,BTC/USD,38687.36,38687.5,38665.04,38665.04,0.32265,12475.27516
1612750320,02/09/2021 02:12,BTC/USD,38667.11,38680.76,38654.22,38674.93,3.79786672,146882.2295
1612750260,02/09/2021 02:11,BTC/USD,38649.84,38681.44,38649.84,38664.24,3.30960872,127963.5059
1612750200,02/09/2021 02:10,BTC/USD,38680,38723.04,38655.04,38655.04,3.5015602,135352.9496
1612750140,02/09/2021 02:09,BTC/USD,38644.51,38671.58,38634.24,38671.58,2.23161299,86300.00027
1612750080,02/09/2021 02:08,BTC/USD,38646.9,38658.87,38634.6,38634.6,1.1227442,43376.77307
1612750020,02/09/2021 02:07,BTC/USD,38642.45,38642.45,38619.25,38619.25,1.16820685,45115.27239
1612749960,02/09/2021 02:06,BTC/USD,38645.21,38645.79,38626.97,38626.97,0.09091712,3511.852867
1612749900,02/09/2021 02:05,BTC/USD,38517.07,38611.4,38517.07,38607.54,2.96862445,114611.2872
1612749840,02/09/2021 02:04,BTC/USD,38471.57,38499.6,38471.57,38499.6,0.27874075,10731.40738
1612749780,02/09/2021 02:03,BTC/USD,38417.8,38486,38417.8,38486,7.5192476,289385.7631
1612749720,02/09/2021 02:02,BTC/USD,38587.13,38587.14,38420,38427.81,18.01898652,692430.1904
1612749660,02/09/2021 02:01,BTC/USD,38600,38600,38580.69,38580.69,2.67267437,103113.6213
